row_id,icd9_code,short_title,long_title,recode,super_category
238,0022,Paratyphoid fever b,Paratyphoid fever B,0,infectious
239,0023,Paratyphoid fever c,Paratyphoid fever C,0,infectious
240,0029,Paratyphoid fever NOS,"Paratyphoid fever, unspecified",0,infectious
241,0030,Salmonella enteritis,Salmonella gastroenteritis,0,infectious
242,0031,Salmonella septicemia,Salmonella septicemia,0,infectious
243,00320,Local salmonella inf NOS,"Localized salmonella infection, unspecified",0,infectious
244,00321,Salmonella meningitis,Salmonella meningitis,0,infectious
245,00322,Salmonella pneumonia,Salmonella pneumonia,0,infectious
246,00323,Salmonella arthritis,Salmonella arthritis,0,infectious
247,00324,Salmonella osteomyelitis,Salmonella osteomyelitis,0,infectious
248,00329,Local salmonella inf NEC,Other localized salmonella infections,0,infectious
249,0038,Salmonella infection NEC,Other specified salmonella infections,0,infectious
250,0039,Salmonella infection NOS,"Salmonella infection, unspecified",0,infectious
251,0040,Shigella dysenteriae,Shigella dysenteriae,0,infectious
252,0041,Shigella flexneri,Shigella flexneri,0,infectious
253,0042,Shigella boydii,Shigella boydii,0,infectious
254,0043,Shigella sonnei,Shigella sonnei,0,infectious
255,0048,Shigella infection NEC,Other specified shigella infections,0,infectious
256,0049,Shigellosis NOS,"Shigellosis, unspecified",0,infectious
257,0050,Staph food poisoning,Staphylococcal food poisoning,0,infectious
258,0051,Botulism food poisoning,Botulism food poisoning,0,infectious
259,0052,Food pois d/t c. perfrin,Food poisoning due to Clostridium perfringens (C. welchii),0,infectious
260,0053,Food pois: clostrid NEC,Food poisoning due to other Clostridia,0,infectious
261,0054,Food pois: v. parahaem,Food poisoning due to Vibrio parahaemolyticus,0,infectious
262,00581,Food poisn d/t v. vulnif,Food poisoning due to Vibrio vulnificus,0,infectious
263,00589,Bact food poisoning NEC,Other bacterial food poisoning,0,infectious
264,0059,Food poisoning NOS,"Food poisoning, unspecified",0,infectious
265,0060,Ac amebiasis w/o abscess,Acute amebic dysentery without mention of abscess,0,infectious
266,0061,Chr amebiasis w/o absces,Chronic intestinal amebiasis without mention of abscess,0,infectious
267,0062,Amebic nondysent colitis,Amebic nondysenteric colitis,0,infectious
268,01676,TB fem gen NEC-oth test,"Tuberculosis of other female genital organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",0,infectious
269,01690,Gu TB NOS-unspec,"Genitourinary tuberculosis, unspecified, unspecified",0,infectious
270,01691,Gu TB NOS-no exam,"Genitourinary tuberculosis, unspecified, bacteriological or histological examination not done",0,infectious
271,01692,Gu TB NOS-exam unkn,"Genitourinary tuberculosis, unspecified, bacteriological or histological examination unknown (at present)",0,infectious
272,01693,Gu TB NOS-micro dx,"Genitourinary tuberculosis, unspecified, tubercle bacilli found (in sputum) by microscopy",0,infectious
273,01694,Gu TB NOS-cult dx,"Genitourinary tuberculosis, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",0,infectious
274,01695,Gu TB NOS-histo dx,"Genitourinary tuberculosis, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",0,infectious
275,01696,Gu TB NOS-oth test,"Genitourinary tuberculosis, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",0,infectious
276,01700,TB skin/subcutan-unspec,"Tuberculosis of skin and subcutaneous cellular tissue, unspecified",0,infectious
277,01701,TB skin/subcut-no exam,"Tuberculosis of skin and subcutaneous cellular tissue, bacteriological or histological examination not done",0,infectious
278,01702,TB skin/subcut-exam unkn,"Tuberculosis of skin and subcutaneous cellular tissue, bacteriological or histological examination unknown (at present)",0,infectious
279,01703,TB skin/subcut-micro dx,"Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli found (in sputum) by microscopy",0,infectious
280,01704,TB skin/subcut-cult dx,"Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",0,infectious
281,01705,TB skin/subcut-histo dx,"Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",0,infectious
282,01706,TB skin/subcut-oth test,"Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",0,infectious
283,01710,Erythema nodos tb-unspec,"Erythema nodosum with hypersensitivity reaction in tuberculosis, unspecified",0,infectious
284,01711,Erythem nodos tb-no exam,"Erythema nodosum with hypersensitivity reaction in tuberculosis, bacteriological or histological examination not done",0,infectious
285,01712,Erythem nod tb-exam unkn,"Erythema nodosum with hypersensitivity reaction in tuberculosis, bacteriological or histological examination unknown (at present)",0,infectious
286,01713,Erythem nod tb-micro dx,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli found (in sputum) by microscopy",0,infectious
287,01714,Erythem nodos tb-cult dx,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",0,infectious
288,01715,Erythem nod tb-histo dx,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",0,infectious
289,01582,TB joint NEC-exam unkn,"Tuberculosis of other specified joint, bacteriological or histological examination unknown (at present)",0,infectious
290,01583,TB of joint NEC-micro dx,"Tuberculosis of other specified joint, tubercle bacilli found (in sputum) by microscopy",0,infectious
291,01584,TB of joint NEC-cult dx,"Tuberculosis of other specified joint, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",0,infectious
292,01585,TB of joint NEC-histo dx,"Tuberculosis of other specified joint, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",0,infectious
293,01586,TB of joint NEC-oth test,"Tuberculosis of other specified joint, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",0,infectious
294,01590,TB bone/joint NOS-unspec,"Tuberculosis of unspecified bones and joints, unspecified",0,infectious
295,01591,TB bone/jt NOS-no exam,"Tuberculosis of unspecified bones and joints, bacteriological or histological examination not done",0,infectious
296,01592,TB bone/jt NOS-exam unkn,"Tuberculosis of unspecified bones and joints, bacteriological or histological examination unknown (at present)",0,infectious
297,01593,TB bone/jt NOS-micro dx,"Tuberculosis of unspecified bones and joints, tubercle bacilli found (in sputum) by microscopy",0,infectious
298,01594,TB bone/jt NOS-cult dx,"Tuberculosis of unspecified bones and joints, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",0,infectious
299,01595,TB bone/jt NOS-histo dx,"Tuberculosis of unspecified bones and joints, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",0,infectious
300,01596,TB bone/jt NOS-oth test,"Tuberculosis of unspecified bones and joints, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",0,infectious
301,01600,TB of kidney-unspec,"Tuberculosis of kidney, unspecified",0,infectious
302,01601,TB of kidney-no exam,"Tuberculosis of kidney, bacteriological or histological examination not done",0,infectious
303,01602,TB of kidney-exam unkn,"Tuberculosis of kidney, bacteriological or histological examination unknown (at present)",0,infectious
304,01603,TB of kidney-micro dx,"Tuberculosis of kidney, tubercle bacilli found (in sputum) by microscopy",0,infectious
305,01604,TB of kidney-cult dx,"Tuberculosis of kidney, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",0,infectious
306,01605,TB of kidney-histo dx,"Tuberculosis of kidney, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",0,infectious
307,01606,TB of kidney-oth test,"Tuberculosis of kidney, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",0,infectious
308,01610,TB of bladder-unspec,"Tuberculosis of bladder, unspecified",0,infectious
309,01611,TB of bladder-no exam,"Tuberculosis of bladder, bacteriological or histological examination not done",0,infectious
310,01612,TB of bladder-exam unkn,"Tuberculosis of bladder, bacteriological or histological examination unknown (at present)",0,infectious
311,01613,TB of bladder-micro dx,"Tuberculosis of bladder, tubercle bacilli found (in sputum) by microscopy",0,infectious
312,01614,TB of bladder-cult dx,"Tuberculosis of bladder, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",0,infectious
313,01615,TB of bladder-histo dx,"Tuberculosis of bladder, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",0,infectious
314,01616,TB of bladder-oth test,"Tuberculosis of bladder, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",0,infectious
315,01620,TB of ureter-unspec,"Tuberculosis of ureter, unspecified",0,infectious
316,01621,TB of ureter-no exam,"Tuberculosis of ureter, bacteriological or histological examination not done",0,infectious
317,01622,TB of ureter-exam unkn,"Tuberculosis of ureter, bacteriological or histological examination unknown (at present)",0,infectious
318,01623,TB of ureter-micro dx,"Tuberculosis of ureter, tubercle bacilli found (in sputum) by microscopy",0,infectious
319,01624,TB of ureter-cult dx,"Tuberculosis of ureter, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",0,infectious
320,01625,TB of ureter-histo dx,"Tuberculosis of ureter, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",0,infectious
321,01626,TB of ureter-oth test,"Tuberculosis of ureter, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",0,infectious
322,01630,TB urinary NEC-unspec,"Tuberculosis of other urinary organs, unspecified",0,infectious
323,01631,TB urinary NEC-no exam,"Tuberculosis of other urinary organs, bacteriological or histological examination not done",0,infectious
324,01632,TB urinary NEC-exam unkn,"Tuberculosis of other urinary organs, bacteriological or histological examination unknown (at present)",0,infectious
325,01633,TB urinary NEC-micro dx,"Tuberculosis of other urinary organs, tubercle bacilli found (in sputum) by microscopy",0,infectious
326,01634,TB urinary NEC-cult dx,"Tuberculosis of other urinary organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",0,infectious
327,01635,TB urinary NEC-histo dx,"Tuberculosis of other urinary organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",0,infectious
328,01636,TB urinary NEC-oth test,"Tuberculosis of other urinary organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",0,infectious
329,01640,TB epididymis-unspec,"Tuberculosis of epididymis, unspecified",0,infectious
330,01641,TB epididymis-no exam,"Tuberculosis of epididymis, bacteriological or histological examination not done",0,infectious
